artist,album,track,uri,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity_levels,album.release_year,album.release_year_category,artist.id,artist.genres,artist.popularity,artist.number_of_followers,estimated_genre_type,genre_category
Venetian Snares,Detrimentalist,Eurocore MVP,3ovIMzvCeRaVr3ABCW6lpv,266413,0,0.586,0.988,0.604,0.176,0.0306,0.0674,0.28,0.627,173.906,1,"[0,1]",2008,"(2002,2010]",7eKIP3IoPoUAZgZuvMM6hf,braindance|breakcore|drill and bass|hardcore techno|intelligent dance music,37,98895,dance,dance
Alexa Tarantino,Crossing Paths,Kary's Trance,5SIUMheF1kxkP1eyjJp8zA,477826,0,0.5,0.155,-14.87,0.0395,0.964,0.723,0.0945,0.248,127.098,4,"[0,1]",2014,"(2010,2015]",4iP863xgxxSQUbKm7SVwXh,straight-ahead jazz,21,1719,jazz,jazz
KNOWER,Life,Overtime,2CVWc2gNM8YCTMdFXJI8Wg,268260,42,0.682,0.948,-4.105,0.0514,0.0055,0.0542,0.302,0.725,137.999,4,"(24,85]",2016,"(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,37,88698,pop,pop
The Delgados,Hate,Favours,5B9cC4J0Xa46zfwvDWYYHL,276066,0,0.314,0.58,-5.909,0.0303,0.0498,0,0.126,0.112,130.357,3,"[0,1]",2002,"[1957,2002]",4wavWMHhIiUXxwCuWsHzXo,britpop|scottish indie,30,18693,indie,indie
Jane's Addiction,Nothing's Shocking,Jane Says,7c1Dar0pIAW7w5TzaGjt9t,287000,65,0.402,0.597,-9.258,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,4,"(24,85]",1988,"[1957,2002]",02NfyD6AlLA12crYzw5YcR,alternative metal|alternative rock|blues rock|funk metal|funk rock|grunge|nu metal|permanent wave|pop rock|rap rock|rock,57,1258991,alternative,alternative
re:plus,Miscellany,Homie Lover Friend,4nmVsiSSRvESahTkflji0b,247066,9,0.749,0.625,-7.379,0.0318,0.813,0.00135,0.115,0.592,96.986,4,"(1,24]",2015,"(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,38,36295,jazz,jazz
Veronik,Anómala,Adiós laberinto,3l5ya2aWXZedS0ZmWQ0Ebk,130812,0,0.355,0.0703,-15.84,0.0383,0.992,0.88,0.0848,0.262,140.91,4,"[0,1]",2017,"(2015,2022]",581TNInp3mZTmJ1R1q2k1B,,0,3,,Not Assigned
High Natives,"Japanese Boogie & Disco, Vol. 2",Ocean Trip,58CpXUyp3SCztd80uWB0nw,297125,0,0.694,0.798,-12.542,0.0385,0.239,0.862,0.104,0.789,117.978,4,"[0,1]",2017,"(2015,2022]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
Macross 82-99,CHAM!,I Miss You (feat. Roman),1mfcYIaZ2xiXv9q75sxdnP,166000,36,0.606,0.793,-7.422,0.0318,0.00698,0.454,0.3,0.773,119.986,4,"(24,85]",2015,"(2010,2015]",5C8KyBfvAz9PSaOd30eIow,future funk|kawaii future bass|vaporwave,52,190966,bass,other
Juan Serrano,Plays Popular Music of Spain and the Old World,Verde Selva,7IlguJmFSBEpCRTgk7A3kW,135986,46,0.413,0.396,-19.976,0.0641,0.926,0.875,0.104,0.842,97.042,4,"(24,85]",1965,"[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,34,2830,guitar,other
Portugal. The Man,The Satanic Satanist,Guns and Dogs,0SqedmmGJgvJ4QA41rf48d,164520,0,0.614,0.666,-6.601,0.0351,0.459,0.0579,0.146,0.55,79.938,4,"[0,1]",2009,"(2002,2010]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,65,1348978,alternative,alternative
McCoy Tyner,Tender Moments,All My Yesterdays - Remastered,1fmR9hba6DFmNVY81WPGWP,362040,8,0.407,0.0376,-21.348,0.0418,0.973,0.739,0.19,0.0477,76.706,4,"(1,24]",2004,"(2002,2010]",2EsmKkHsXK0WMNGOtIhbxr,contemporary post-bop|hard bop|jazz|jazz fusion|jazz piano|stride|uk contemporary jazz,51,113064,jazz,jazz
re:plus,Miscellany,Spartacus Love Theme,5XbuSJGc5yWUkRBTOCk9BZ,266080,14,0.613,0.502,-8.724,0.0318,0.0643,0.84,0.0372,0.486,90.001,4,"(1,24]",2015,"(2010,2015]",6ftHlqrtNdAq0bWL7zkaTG,ambeat|japanese jazz fusion,38,36295,jazz,jazz
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Relaxin' At Camarillo,65Ium1hnQOup9Rd6ySA4uj,180133,0,0.684,0.33,-10.224,0.0441,0.917,0.892,0.32,0.75,99.237,4,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
What the Tango?!,Alt Mission,Aún Más Lento,6WAeWcEydmB2iOZCsO36sd,231050,0,0.674,0.51,-6.986,0.0307,0.36,0,0.114,0.41,121.038,4,"[0,1]",2013,"(2010,2015]",1Rs2sifpDyJ0vJ2picQOUd,,0,36,,Not Assigned
Art Blakey,Moanin',Are You Real - Remastered,1OGwtlps3T1Fo70q6zZUAs,287440,35,0.523,0.667,-7.283,0.0682,0.608,0.0227,0.332,0.665,108.162,4,"(24,85]",1959,"[1957,2002]",6ykfXAed2KOLOMI3R0TZdz,bebop|hard bop|jazz|jazz drums|jazz fusion,44,188893,jazz,jazz
Charlie Parker,Charlie Parker With Strings,Dancing In The Dark - Take 2 / Alternate,59ajhzFTmr6ioDPpqxRvlh,240052,0,0.454,0.394,-8.642,0.0337,0.931,0.279,0.312,0.391,124.597,4,"[0,1]",2015,"(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Flying Lotus,Cosmogramma,Recoiled,6nE26UACGb5GDoz5wDsFPS,216573,30,0.414,0.928,-4.858,0.343,0.0452,0.00787,0.228,0.101,136.865,4,"(24,85]",2010,"(2002,2010]",29XOeO6KIWxGthejQqn793,afrofuturism|alternative hip-hop|electronica|escape room|experimental hip-hop|glitch|glitch hop|hip-hop|intelligent dance music|jazztronica|psychedelic hip-hop|wonky,57,714382,alternative,alternative
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Milestones,5FUjxCtfTiwobrVgSQTUba,155466,0,0.518,0.281,-11.149,0.101,0.902,0.00433,0.0871,0.661,78.909,3,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Bruno Mars,24K Magic,Chunky,0mBKv9DkYfQHjdMcw2jdyI,186973,70,0.571,0.539,-4.446,0.116,0.0208,0,0.125,0.727,202.103,4,"(24,85]",2016,"(2015,2022]",0du5cEVh5yTK9QJze8zA0C,dance pop|pop,89,45443239,dance,dance
Dave Liebman,Solo (Live in New York),The Hollow Men (Intro) [Live],79LGrgppmHXmoLNWQYLuic,7070,0,0,0.159,-18.634,0,0.712,0,0,0,0,0,"[0,1]",2015,"(2010,2015]",429bUEZe2Hq5QJvO2CmhLn,avant-garde jazz|contemporary jazz|contemporary post-bop|ecm-style jazz|free jazz|italian jazz|japanese jazz|jazz|jazz fusion|jazz saxophone|swedish jazz|uk contemporary jazz,35,9673,jazz,jazz
KNOWER,Life,Real Thing,4LgfZCa1TR66yaMZuUGkAQ,264098,20,0.577,0.664,-8.079,0.0343,0.11,0.0135,0.17,0.57,122.037,4,"(1,24]",2016,"(2015,2022]",7fVp0A6oCMfiQJihMnY0SZ,la pop,37,88698,pop,pop
Frédéric Chopin,Chopin Nocturnes,"Nocturnes, Op. 48: No. 2 in F-Sharp Minor",54os1xYr9l0bRE6krKj5we,286880,9,0.338,0.0168,-26.909,0.0381,0.991,0.923,0.1,0.169,101.347,1,"(1,24]",2016,"(2015,2022]",7y97mc3bZRFXzT2szRM4L4,classical|early romantic era|polish classical,74,2898005,classical,other
Mikazuki BIGWAVE,彼女は魔法少女,kawaii魔法を,5H2Nru48o54oRxY6yxe5Xf,224507,0,0.779,0.47,-8.618,0.11,0.00171,0.0142,0.109,0.811,124.026,4,"[0,1]",2018,"(2015,2022]",7dqKRXUJvcgQbg6jq06uFW,future funk,43,58437,funk,other
Juan Serrano,At the World's Fair,Ameno (Flamenco),6w6XieK4tQcDkDLapiNePx,222200,1,0.397,0.404,-19.756,0.0843,0.94,0.868,0.567,0.813,72.891,4,"[0,1]",1965,"[1957,2002]",3QFILZBmorcywC5QvAnm50,flamenco guitar|rumba,34,2830,guitar,other
Portugal. The Man,In the Mountain in the Cloud,You Carried Us (Share with Me the Sun),2OIjLXIeX47CiRlTPzaCdI,247200,31,0.424,0.933,-6.046,0.0979,0.00838,0.00316,0.0649,0.486,165.387,4,"(24,85]",2011,"(2010,2015]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,65,1348978,alternative,alternative
Anamanaguchi,Endless Fantasy,Japan Air,79Mj6CUPQ6EtlNvM0XaRFD,263073,0,0.454,0.993,-2.898,0.0808,0.00794,0.378,0.819,0.379,145.349,4,"[0,1]",2013,"(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,51,173496,indie,indie
Venetian Snares,Detrimentalist,Kyokushin,3DZK8yZOAWNwLRCOBuUugF,282640,0,0.542,0.987,-1.119,0.0985,0.0039,0.346,0.321,0.431,173.938,1,"[0,1]",2008,"(2002,2010]",7eKIP3IoPoUAZgZuvMM6hf,braindance|breakcore|drill and bass|hardcore techno|intelligent dance music,37,98895,dance,dance
Crash and the Boys,Scott Pilgrim vs. the World (Original Motion Picture Soundtrack),We Hate You Please Die,0wYOnZLPy6WAwPbr443lBH,58840,0,0.239,0.978,-3.959,0.153,0.166,0.247,0.373,0.193,116.988,3,"[0,1]",2010,"(2002,2010]",0LyfQWJT6nXafLPZqxe9Of,,0,1738944,,Not Assigned
Alexa Tarantino,Crossing Paths,Angel's Lament,28cs1bukm9mo1Q7yngND2z,364440,0,0.344,0.0858,-15.989,0.0506,0.979,0.197,0.0891,0.189,80.778,4,"[0,1]",2014,"(2010,2015]",4iP863xgxxSQUbKm7SVwXh,straight-ahead jazz,21,1719,jazz,jazz
Anamanaguchi,Endless Fantasy,Space Wax America,7FeGAUgHTYMyfZLDOiwTHc,228114,0,0.263,0.921,-1.971,0.0484,0.000577,0.122,0.323,0.324,182.978,4,"[0,1]",2013,"(2010,2015]",2UwJRAgSOi1zcLkvUNc8XL,bitpop|chiptune|indie game soundtrack|nintendocore,51,173496,indie,indie
Chick Corea,Hot House,Can't We Be Friends,5gySEeoxQesOxuElik68gr,444240,10,0.423,0.27,-13.774,0.0425,0.991,0.879,0.0989,0.213,137.56,4,"(1,24]",2012,"(2010,2015]",5olDKSsFhhmwh8UCWwKtpq,contemporary jazz|contemporary post-bop|ecm-style jazz|jazz|jazz fusion|jazz piano|uk contemporary jazz,51,313664,jazz,jazz
Shinsei Kamattechan,Tomodachi Wo Koroshite Made,Pentel,2KrhV4wNUsEuSrySWO30st,322000,0,0.43,0.875,-3.061,0.0887,0.0928,0,0.04,0.443,126.105,4,"[0,1]",2010,"(2002,2010]",1ZnuqrjIR4q8zhgriUYsSo,japanese alternative rock,54,123161,alternative,alternative
Charlie Parker,Best of the Complete Savoy & Dial Studio Recordings,Embraceable You,7EJnPxK3sZw1F133X3zboX,220560,0,0.561,0.145,-16.158,0.0522,0.98,0.762,0.121,0.372,62.263,4,"[0,1]",2002,"[1957,2002]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
MGMT,Congratulations,Siberian Breaks,2wNK1PjIS9NbBIchakaL7k,729680,45,0.305,0.77,-6.694,0.0276,0.062,0.203,0.0976,0.374,107.367,4,"(24,85]",2010,"(2002,2010]",0SwO7SWeDHJijQ3XNS7xEE,alternative dance|indietronica|modern rock|rock,75,2681980,alternative,alternative
Sungazer,"Sungazer, Vol. 2",Bird on the Wing,1tL7zZZ7rtFRxqL7dcCZ6B,236914,33,0.714,0.689,-10.039,0.0455,0.128,0.827,0.151,0.625,107.971,4,"(24,85]",2019,"(2015,2022]",1uvnDqn7UvVy6orSq1E2YF,livetronica|progressive jazz fusion,40,73980,jazz,jazz
Plaid,The Digging Remedy,Yu Mountain,13hkCXvMzG6HlFqM6UtZqW,244133,21,0.348,0.523,-14.062,0.0418,0.0192,0.886,0.123,0.0663,148.617,4,"(1,24]",2016,"(2015,2022]",5akVqMzdZOdbMYbE4vNZWD,abstract|ambient|deep idm|drill and bass|electronica|intelligent dance music|microhouse|ninja,44,98561,dance,dance
Lee Morgan,Cornbread,Cornbread,7iPjzOaZiNXp0I8vOCcVZV,543133,31,0.658,0.521,-12.606,0.0312,0.811,0.0786,0.0746,0.819,129.056,4,"(24,85]",1965,"[1957,2002]",38C3okxv3fyyOIQUVPCdGX,bebop|big band|free jazz|hard bop|jazz|jazz trumpet|soul jazz,47,126668,jazz,jazz
Venetian Snares,Detrimentalist,Circle Pit,25E1iCG6YUOGhVg0gU3yk9,273866,0,0.521,0.957,-0.816,0.0849,0.00767,0.0502,0.024,0.751,174.033,1,"[0,1]",2008,"(2002,2010]",7eKIP3IoPoUAZgZuvMM6hf,braindance|breakcore|drill and bass|hardcore techno|intelligent dance music,37,98895,dance,dance
The Flashbulb,Hardscrabble,The Bridgeport Run,4dOGXwotyqJJ9TGQAyt9RN,223506,9,0.676,0.983,-5.394,0.162,0.0173,0.777,0.0691,0.66,91.003,4,"(1,24]",2012,"(2010,2015]",6mMCSCuTbGU6kNr4303LwH,breakcore|drill and bass|intelligent dance music,41,49926,dance,dance
Portugal. The Man,The Satanic Satanist,The Sun,2XeB0y0jmcoPUZpZfIZRp9,181666,0,0.572,0.648,-6.015,0.0361,0.513,1.57e-06,0.112,0.535,153.869,4,"[0,1]",2009,"(2002,2010]",4kI8Ie27vjvonwaB2ePh8T,modern alternative rock|modern rock|rock,65,1348978,alternative,alternative
McCoy Tyner,Tender Moments,Man From Tanganyika - Remastered,32I3CJX3WtI8JiNdN1Kt23,411973,11,0.461,0.555,-11.492,0.0432,0.787,0.0197,0.369,0.795,140.311,4,"(1,24]",2004,"(2002,2010]",2EsmKkHsXK0WMNGOtIhbxr,contemporary post-bop|hard bop|jazz|jazz fusion|jazz piano|stride|uk contemporary jazz,51,113064,jazz,jazz
Roy Hargrove,Nothing Serious,Nothing Serious,6KQBpkJ77rhkr2jJP3g40v,232400,34,0.456,0.713,-7.534,0.0556,0.394,0.961,0.0772,0.506,142.872,4,"(24,85]",2006,"(2002,2010]",49zXTngyUTielHTbbH5YKs,bebop|big band|contemporary jazz|contemporary post-bop|jazz|jazz fusion|jazz trumpet,47,138549,jazz,jazz
The Dear Hunter,"Act II: The Meaning Of, And All Things Regarding Ms. Leading",Red Hands,1NHhBPvHwKsFqpfs71sva8,367560,0,0.533,0.861,-4.661,0.0433,0.0241,1.66e-05,0.101,0.275,140.008,4,"[0,1]",2007,"(2002,2010]",51lE580QM13Anmb3mK2j1e,dreamo|progressive jazz fusion|progressive post-hardcore,47,144710,jazz,jazz
John Coltrane,Both Directions At Once: The Lost Album,Nature Boy,1HlfLVWYTIQZOoYOi1LdFy,204013,37,0.544,0.339,-15.159,0.0378,0.369,0.0248,0.0986,0.4,107.115,3,"(24,85]",2018,"(2015,2022]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
John Coltrane,Coltrane Plays the Blues,Blues to You - Alternate Take 1,3NkNfj1ipRDo2gIzPkXjNS,333573,10,0.479,0.483,-12.381,0.11,0.311,0,0.427,0.704,106.317,3,"(1,24]",1962,"[1957,2002]",2hGh5VOeeqimQFxqXvfCUf,bebop|free jazz|jazz|jazz saxophone,65,1480095,jazz,jazz
KNOWER,Think Thoughts,Around,33Cd7g6s4ce2n0paWgWVjM,207457,18,0.662,0.787,-6.1,0.0851,0.0391,0.393,0.113,0.169,118.021,3,"(1,24]",2011,"(2010,2015]",7fVp0A6oCMfiQJihMnY0SZ,la pop,37,88698,pop,pop
Charlie Parker,Charlie Parker With Strings,Easy To Love,6v3n5JQM5jWaFVFxLRM8rL,212386,0,0.376,0.444,-8.607,0.0356,0.842,0.442,0.0642,0.44,127.481,4,"[0,1]",2015,"(2010,2015]",4Ww5mwS7BWYjoZTUIrMHfC,bebop|big band|cool jazz|jazz|jazz fusion|jazz saxophone|uk contemporary jazz,53,540626,jazz,jazz
Jane's Addiction,Nothing's Shocking,"Ted, Just Admit It...",2l7iDl470hxtX7FkzAA3wz,442400,38,0.365,0.568,-11.311,0.0468,0.0101,0.0132,0.57,0.604,74.417,4,"(24,85]",1988,"[1957,2002]",02NfyD6AlLA12crYzw5YcR,alternative metal|alternative rock|blues rock|funk metal|funk rock|grunge|nu metal|permanent wave|pop rock|rap rock|rock,57,1258991,alternative,alternative
